id,assessment_name,url,remote_testing,adaptive_irt_support,test_type
58,Contact Center Manager - Short Form,https://www.shl.com/products/product-catalog/view/contact-center-manager-short-form/,False,True,"A, B, P, S"
526,Contact Center Sales & Service + 8.0,https://www.shl.com/products/product-catalog/view/contact-center-sales-and-service-8-0/,False,True,"A, B, C, P, S"
528,Contact Center Sales & Service 8.0,https://www.shl.com/products/product-catalog/view/contact-center-sales-and-service-8-0-4268/,False,True,"B, C, P, S"
59,Contact Center Team Lead/Coach - Short Form,https://www.shl.com/products/product-catalog/view/contact-center-team-leadcoach-short-form/,False,True,"A, B, P, S"
37,Contact Centre Agent Solution - UK,https://www.shl.com/products/product-catalog/view/contact-centre-agent-solution-uk/,False,True,"A, B, P, S"
24,Customer Service - Short Form,https://www.shl.com/products/product-catalog/view/customer-service-short-form/,False,True,"A, B, P"
209,Customer Service - Short Form - UK,https://www.shl.com/products/product-catalog/view/customer-service-short-form-uk/,False,True,"A, B, P"
26,Customer Service with Sales - Short Form,https://www.shl.com/products/product-catalog/view/customer-service-with-sales-short-form/,False,True,"A, B, P"
27,Director - Short Form,https://www.shl.com/products/product-catalog/view/director-short-form/,False,True,"A, B, P"
4017,ASP .NET with C# (New),https://www.shl.com/products/product-catalog/view/asp-net-with-c-new/,False,True,K
3786,ASP.NET 4.5,https://www.shl.com/products/product-catalog/view/asp-net-4-5/,False,True,K
4073,Apache HBase (New),https://www.shl.com/products/product-catalog/view/apache-hbase-new/,False,True,K
4011,Apache Hadoop Extensions (New),https://www.shl.com/products/product-catalog/view/apache-hadoop-extensions-new/,False,True,K
4075,Apache Hive (New),https://www.shl.com/products/product-catalog/view/apache-hive-new/,False,True,K
4022,Apache Kafka (New),https://www.shl.com/products/product-catalog/view/apache-kafka-new/,False,True,K
4115,Apache Pig (New),https://www.shl.com/products/product-catalog/view/apache-pig-new/,False,True,K
4023,Apache Spark (New),https://www.shl.com/products/product-catalog/view/apache-spark-new/,False,True,K
4219,Assessment and Development Center Exercises,https://www.shl.com/products/product-catalog/view/assessment-and-development-center-exercises/,False,True,E
3984,Automata (New),https://www.shl.com/products/product-catalog/view/automata-new/,False,True,S
3980,Automata - Fix (New),https://www.shl.com/products/product-catalog/view/automata-fix-new/,False,True,S
3981,Automata - SQL (New),https://www.shl.com/products/product-catalog/view/automata-sql-new/,False,True,S
51,District/Regional Manager Solution,https://www.shl.com/products/product-catalog/view/districtregional-manager-solution/,False,True,"A, B, P"
541,Entry Level Cashier 7.1 (Americas),https://www.shl.com/products/product-catalog/view/entry-level-cashier-7-1-%28americas%29/,False,True,"A, B, P"
540,Entry Level Cashier 7.1 (International),https://www.shl.com/products/product-catalog/view/entry-level-cashier-7-1-%28international%29/,False,True,"A, B, P"
524,Entry Level Customer Service 7.1 (Americas),https://www.shl.com/products/product-catalog/view/entry-level-customer-service-7-1-%28americas%29/,False,True,"C, P"
512,Entry Level Customer Service 7.1 (International),https://www.shl.com/products/product-catalog/view/entry-level-customer-service-%28retail-and-cc%29-7-1/,False,True,"C, P"
525,Entry Level Customer Service 7.1 (South Africa),https://www.shl.com/products/product-catalog/view/entry-level-customer-service-7-1-%28south-africa%29/,False,True,"C, P"
513,Entry Level Sales Sift Out 7.1,https://www.shl.com/products/product-catalog/view/entry-level-sales-sift-out-7-1/,False,True,"B, C, P"
536,Entry level Sales 7.1 (Americas),https://www.shl.com/products/product-catalog/view/entry-level-sales-7-1-%28americas%29/,False,True,"B, C, P"
509,Entry level Sales 7.1 (International),https://www.shl.com/products/product-catalog/view/entry-level-sales-7-1/,False,True,"B, C, P"
86,Event Sales Manager Solution,https://www.shl.com/products/product-catalog/view/event-sales-manager-solution/,False,True,"A, B, P, S"
25,Executive - Short Form,https://www.shl.com/products/product-catalog/view/executive-short-form/,False,True,"A, B, P"
32,Financial Professional - Short Form,https://www.shl.com/products/product-catalog/view/financial-professional-short-form/,False,True,"A, B, P"
3982,Automata Data Science (New),https://www.shl.com/products/product-catalog/view/automata-data-science-new/,False,True,S
3983,Automata Data Science Pro (New),https://www.shl.com/products/product-catalog/view/automata-data-science-pro-new/,False,True,S
4222,Automata Front End,https://www.shl.com/products/product-catalog/view/automata-front-end/,False,True,S
3985,Automata Pro (New),https://www.shl.com/products/product-catalog/view/automata-pro-new/,False,True,S
4229,Automata Selenium,https://www.shl.com/products/product-catalog/view/automata-selenium/,False,True,S
4026,Automation Anywhere RPA Development (New),https://www.shl.com/products/product-catalog/view/automation-anywhere-rpa-development-new/,False,True,K
4025,Automotive Engineering (New),https://www.shl.com/products/product-catalog/view/automotive-engineering-new/,False,True,K
3988,Basic Biology (New),https://www.shl.com/products/product-catalog/view/basic-biology-new/,False,True,K
4206,Basic Computer Literacy (Windows 10) (New),https://www.shl.com/products/product-catalog/view/basic-computer-literacy-windows-10-new/,False,True,"K, S"
4149,Basic Statistics (New),https://www.shl.com/products/product-catalog/view/basic-statistics-new/,False,True,K
4161,Biochemistry (New),https://www.shl.com/products/product-catalog/view/biochemistry-new/,False,True,K
4036,Biotech Lab Techniques (New),https://www.shl.com/products/product-catalog/view/biotech-lab-techniques-new/,False,True,K
73,Financial Services Representative Solution,https://www.shl.com/products/product-catalog/view/financial-services-representative-solution/,False,True,"A, B, P"
94,Front Desk Associate Solution,https://www.shl.com/products/product-catalog/view/front-desk-associate-solution/,False,True,"A, B, P"
95,Gaming Associate Solution,https://www.shl.com/products/product-catalog/view/gaming-associate-solution/,False,True,"A, B, P, S"
87,Gaming Manager Solution,https://www.shl.com/products/product-catalog/view/gaming-manager-solution/,False,True,"A, B, K, P, S"
239,General Entry Level - All Industries 7.0 Solution,https://www.shl.com/products/product-catalog/view/general-entry-level-all-industries-7-0-solution/,False,True,B
534,General Entry Level - All Industries 7.1 Solution,https://www.shl.com/products/product-catalog/view/general-entry-level-all-industries-7-1-solution/,False,True,B
533,General Entry Level - All Industries 7.1(Americas),https://www.shl.com/products/product-catalog/view/general-entry-level-all-industries-7-1%28americas%29/,False,True,B
251,General Entry Level – Data Entry 7.0 Solution,https://www.shl.com/products/product-catalog/view/general-entry-level-data-entry-7-0-solution/,False,True,"B, K"
496,Graduate + 8.0 Job Focused Assessment,https://www.shl.com/products/product-catalog/view/graduate-8-0-job-focused-assessment/,False,True,"A, B, P"
494,Graduate 7.1 Job Focused Assessment,https://www.shl.com/products/product-catalog/view/graduate-7-1-job-focused-assessment/,False,True,"B, C"
497,Graduate 8.0 Job Focused Assessment,https://www.shl.com/products/product-catalog/view/graduate-8-0-job-focused-assessment-4228/,False,True,"B, P"
240,Guest Service Team 7.0 Solution,https://www.shl.com/products/product-catalog/view/guest-service-team-7-0-solution/,False,True,B
4037,BizTalk (New),https://www.shl.com/products/product-catalog/view/biztalk-new/,False,True,K
244,Business Communication (adaptive),https://www.shl.com/products/product-catalog/view/business-communication-adaptive/,False,True,K
4038,C Programming (New),https://www.shl.com/products/product-catalog/view/c-programming-new/,False,True,K
4039,C# Programming (New),https://www.shl.com/products/product-catalog/view/c-programming-new-4039/,False,True,K
4122,C++ Programming (New),https://www.shl.com/products/product-catalog/view/c-programming-new-4122/,False,True,K
4077,Cardiology and Diabetes Management (New),https://www.shl.com/products/product-catalog/view/cardiology-and-diabetes-management-new/,False,True,K
4044,Ceramic Engineering (New),https://www.shl.com/products/product-catalog/view/ceramic-engineering-new/,False,True,K
4012,Chemical Engineering (New),https://www.shl.com/products/product-catalog/view/chemical-engineering-new/,False,True,K
4024,Cisco AppDynamics (New),https://www.shl.com/products/product-catalog/view/cisco-appdynamics-new/,False,True,K
4150,Civil Engineering (New),https://www.shl.com/products/product-catalog/view/civil-engineering-new/,False,True,K
4045,Cloud Computing (New),https://www.shl.com/products/product-catalog/view/cloud-computing-new/,False,True,K
96,Guest Services Associate Solution,https://www.shl.com/products/product-catalog/view/guest-services-associate-solution/,False,True,"A, B, P, S"
241,Healthcare Aide 7.0 Solution,https://www.shl.com/products/product-catalog/view/healthcare-aide-7-0-solution/,False,True,B
65,Healthcare Call Center Agent Solution,https://www.shl.com/products/product-catalog/view/healthcare-call-center-agent-solution/,False,True,"A, B, P, S"
66,Healthcare Service Associate Solution,https://www.shl.com/products/product-catalog/view/healthcare-service-associate-solution/,False,True,"A, B, P"
67,Healthcare Support Specialist Solution,https://www.shl.com/products/product-catalog/view/healthcare-support-specialist-solution/,False,True,"A, B, P"
68,Home Health Aide Solution,https://www.shl.com/products/product-catalog/view/home-health-aide-solution/,False,True,"A, B, P"
88,Hospitality Manager Solution,https://www.shl.com/products/product-catalog/view/hospitality-manager-solution/,False,True,"A, B, K, P"
89,Host Solution,https://www.shl.com/products/product-catalog/view/host-solution/,False,True,"B, P"
242,Industrial - Entry Level 7.0 Solution,https://www.shl.com/products/product-catalog/view/industrial-entry-level-7-0-solution/,False,True,B
516,Industrial - Entry Level 7.1 (Americas),https://www.shl.com/products/product-catalog/view/industrial-entry-level-7-1-%28americas%29/,False,True,B
519,Industrial - Entry Level 7.1 (International),https://www.shl.com/products/product-catalog/view/industrial-entry-level-7-1-%28international%29/,False,True,B
243,Industrial - Professional and Skilled 7.0 Solution,https://www.shl.com/products/product-catalog/view/industrial-professional-and-skilled-7-0-solution/,False,True,"A, B"
4046,COBOL Programming (New),https://www.shl.com/products/product-catalog/view/cobol-programming-new/,False,True,K
4052,CSS3 (New),https://www.shl.com/products/product-catalog/view/css3-new/,False,True,K
4104,Computer Science (New),https://www.shl.com/products/product-catalog/view/computer-science-new/,False,True,K
4189,Contact Center Call Simulation (New),https://www.shl.com/products/product-catalog/view/contact-center-call-simulation-new/,False,True,S
4296,Conversational Multichat Simulation,https://www.shl.com/products/product-catalog/view/conversational-multichat-simulation/,False,True,S
4034,Core Java (Advanced Level) (New),https://www.shl.com/products/product-catalog/view/core-java-advanced-level-new/,False,True,K
4032,Core Java (Entry Level) (New),https://www.shl.com/products/product-catalog/view/core-java-entry-level-new/,False,True,K
3458,Count Out The Money,https://www.shl.com/products/product-catalog/view/count-out-the-money/,False,True,"K, S"
4050,Culinary Skills (New),https://www.shl.com/products/product-catalog/view/culinary-skills-new/,False,True,K
3933,Customer Service Phone Simulation,https://www.shl.com/products/product-catalog/view/customer-service-phone-simulation/,False,True,"B, S"
3931,Customer Service Phone Solution,https://www.shl.com/products/product-catalog/view/customer-service-phone-solution/,False,True,"B, P, S"
4053,Cyber Risk (New),https://www.shl.com/products/product-catalog/view/cyber-risk-new/,False,True,K
515,Industrial - Semi-skilled 7.1 (Americas),https://www.shl.com/products/product-catalog/view/industrial-semi-skilled-7-1-%28americas%29/,False,True,B
514,Industrial - Semi-skilled 7.1 (International),https://www.shl.com/products/product-catalog/view/industrial-semi-skilled-7-1-%28international%29/,False,True,B
522,Industrial Professional and Skilled 7.1 (Americas),https://www.shl.com/products/product-catalog/view/industrial-professional-and-skilled-7-1-%28americas%29/,False,True,"A, B"
523,Industrial Professional and Skilled 7.1 Solution,https://www.shl.com/products/product-catalog/view/industrial-professional-and-skilled-7-1-solution/,False,True,"A, B"
138,Installation and Repair Technician Solution,https://www.shl.com/products/product-catalog/view/installation-and-repair-technician-solution/,False,True,"A, B, P, S"
75,Insurance Account Manager Solution,https://www.shl.com/products/product-catalog/view/insurance-account-manager-solution/,False,True,"A, B, P, S"
76,Insurance Administrative Assistant Solution,https://www.shl.com/products/product-catalog/view/insurance-administrative-assistant-solution/,False,True,"A, B, P, S"
77,Insurance Agent Solution,https://www.shl.com/products/product-catalog/view/insurance-agent-solution/,False,True,"A, B, P"
79,Insurance Director Solution,https://www.shl.com/products/product-catalog/view/insurance-director-solution/,False,True,"A, B, P"
80,Insurance Sales Manager Solution,https://www.shl.com/products/product-catalog/view/insurance-sales-manager-solution/,False,True,"A, B, P, S"
235,Manager + 7.0 Solution,https://www.shl.com/products/product-catalog/view/manager-7-0-solution-3955/,False,True,"A, B, C"
84,Manager - Short Form,https://www.shl.com/products/product-catalog/view/manager-short-form/,False,True,"A, B, K, P, S"
4186,Data Entry (New),https://www.shl.com/products/product-catalog/view/data-entry-new/,False,True,S
778,Data Entry Alphanumeric Split Screen - US,https://www.shl.com/products/product-catalog/view/data-entry-alphanumeric-split-screen-us/,False,True,K
779,Data Entry Numeric Split Screen - US,https://www.shl.com/products/product-catalog/view/data-entry-numeric-split-screen-us/,False,True,K
785,Data Entry Ten Key Split Screen,https://www.shl.com/products/product-catalog/view/data-entry-ten-key-split-screen/,False,True,K
4013,Data Science (New),https://www.shl.com/products/product-catalog/view/data-science-new/,False,True,K
56,Data Warehousing Concepts,https://www.shl.com/products/product-catalog/view/data-warehousing-concepts/,False,True,K
731,Dependability and Safety Instrument (DSI),https://www.shl.com/products/product-catalog/view/dependability-and-safety-instrument-dsi/,False,True,P
4162,Dermatology (New),https://www.shl.com/products/product-catalog/view/dermatology-new/,False,True,K
4101,Desktop Support (New),https://www.shl.com/products/product-catalog/view/desktop-support-new/,False,True,K
4003,Digital Advertising (New),https://www.shl.com/products/product-catalog/view/digital-advertising-new/,False,True,K
4221,Digital Readiness Development Report - IC,https://www.shl.com/products/product-catalog/view/digital-readiness-development-report/,False,True,P
4239,Digital Readiness Development Report - Manager,https://www.shl.com/products/product-catalog/view/digital-readiness-development-report-manager/,False,True,P
505,Manager + 7.1 (Americas),https://www.shl.com/products/product-catalog/view/manager-7-1-solution-4242/,False,True,"B, C, P"
531,Manager + 7.1 (International),https://www.shl.com/products/product-catalog/view/manager-7-1-%28international%29/,False,True,"B, C, P"
234,Manager 7.0 Solution,https://www.shl.com/products/product-catalog/view/manager-7-0-solution/,False,True,"B, C"
535,Manager 7.1 (Americas),https://www.shl.com/products/product-catalog/view/manager-7-1-%28americas%29/,False,True,"B, C, P"
504,Manager 7.1 (International),https://www.shl.com/products/product-catalog/view/manager-7-1-solution/,False,True,"B, C, P"
568,Manager 8.0 JFA,https://www.shl.com/products/product-catalog/view/manager-8-0-jfa/,False,True,"B, K, P"
569,Manager 8.0+ JFA,https://www.shl.com/products/product-catalog/view/manager-8-0-jfa-4310/,False,True,"B, K, P"
185,Manufacturing Production Team Member,https://www.shl.com/products/product-catalog/view/manufacturing-production-team-member/,False,True,"A, B"
186,Manufacturing Skilled Maintenance Worker,https://www.shl.com/products/product-catalog/view/manufacturing-skilled-maintenance-worker/,False,True,"A, B"
139,Network Engineer/Analyst Solution,https://www.shl.com/products/product-catalog/view/network-engineeranalyst-solution/,False,True,"A, B, K, P, S"
70,Nurse Leader Solution,https://www.shl.com/products/product-catalog/view/nurse-leader-solution/,False,True,"A, B, P, S"
69,Nurse Solution,https://www.shl.com/products/product-catalog/view/nurse-solution/,False,True,"A, B, P"
1102,DSI v1.1 Interpretation Report,https://www.shl.com/products/product-catalog/view/dsi-v1-1-interpretation-report/,False,True,P
4059,Docker (New),https://www.shl.com/products/product-catalog/view/docker-new/,False,True,K
4060,Dojo (New),https://www.shl.com/products/product-catalog/view/dojo-new/,False,True,K
4062,Drupal (New),https://www.shl.com/products/product-catalog/view/drupal-new/,False,True,K
4148,Econometrics (New),https://www.shl.com/products/product-catalog/view/econometrics-new/,False,True,K
4009,Economics (New),https://www.shl.com/products/product-catalog/view/economics-new/,False,True,K
4031,Electrical Engineering (New),https://www.shl.com/products/product-catalog/view/electrical-engineering-new/,False,True,K
4001,Electrical and Electronics Engineering (New),https://www.shl.com/products/product-catalog/view/electrical-and-electronics-engineering-new/,False,True,K
4002,Electronics & Telecommunications Engineering (New),https://www.shl.com/products/product-catalog/view/electronics-and-telecommunications-engineering-new/,False,True,K
4000,Electronics and Embedded Systems Engineering (New),https://www.shl.com/products/product-catalog/view/electronics-and-embedded-systems-engineering-new/,False,True,K
4139,Electronics and Semiconductor Engineering (New),https://www.shl.com/products/product-catalog/view/electronics-and-semiconductor-engineering-new/,False,True,K
4180,English Comprehension (New),https://www.shl.com/products/product-catalog/view/english-comprehension-new/,False,True,K
61,Nursing Assistant Solution,https://www.shl.com/products/product-catalog/view/nursing-assistant-solution/,False,True,"A, B, P"
40,Personal Banker - Short Form,https://www.shl.com/products/product-catalog/view/personal-banker-short-form/,False,True,"A, B, K, P, S"
33,Phone Banker - Short Form,https://www.shl.com/products/product-catalog/view/phone-banker-short-form/,False,True,"A, B, P"
90,Prep/Line Cook Solution,https://www.shl.com/products/product-catalog/view/prepline-cook-solution/,False,True,"A, B, P"
238,Professional + 7.0 Solution,https://www.shl.com/products/product-catalog/view/professional-7-0-solution-3958/,False,True,"A, B, C"
539,Professional + 7.1 (Americas),https://www.shl.com/products/product-catalog/view/professional-7-1-%28americas%29/,False,True,"B, C, P"
507,Professional + 7.1 (International),https://www.shl.com/products/product-catalog/view/professional-7-1-solution/,False,True,"B, C, P"
237,Professional 7.0 Solution,https://www.shl.com/products/product-catalog/view/professional-7-0-solution/,False,True,"B, C"
510,Professional 7.1 (International),https://www.shl.com/products/product-catalog/view/professional-7-1-solution-4247/,False,True,"B, C"
564,Professional 8.0 JFA,https://www.shl.com/products/product-catalog/view/professional-8-0-jfa/,False,True,"B, K, P"
34,Professional/Individual Contributor - Short Form,https://www.shl.com/products/product-catalog/view/professionalindividual-contributor-short-form/,False,True,"A, B, P, S"
85,Project Manager - Short Form,https://www.shl.com/products/product-catalog/view/project-manager-short-form/,False,True,"A, B, P, S"
4065,ETL Testing (New),https://www.shl.com/products/product-catalog/view/etl-testing-new/,False,True,K
4063,Enterprise Java Beans (New),https://www.shl.com/products/product-catalog/view/enterprise-java-beans-new/,False,True,K
3856,Enterprise Leadership Report 1.0,https://www.shl.com/products/product-catalog/view/enterprise-leadership-report/,False,True,P
4287,Enterprise Leadership Report 2.0,https://www.shl.com/products/product-catalog/view/enterprise-leadership-report-2-0/,False,True,P
3934,Entry Level Cashier Solution,https://www.shl.com/products/product-catalog/view/entry-level-cashier-solution/,False,True,"C, P"
3939,Entry Level Customer Serv-Retail & Contact Center,https://www.shl.com/products/product-catalog/view/entry-level-customer-serv-retail-and-contact-center/,False,True,"C, P"
3935,Entry Level Customer Service (General) Solution,https://www.shl.com/products/product-catalog/view/entry-level-customer-service-general-solution/,False,True,"C, P"
3936,Entry Level Hotel Front Desk Solution,https://www.shl.com/products/product-catalog/view/entry-level-hotel-front-desk-solution/,False,True,"C, P"
3937,Entry Level Sales Solution,https://www.shl.com/products/product-catalog/view/entry-level-sales-solution/,False,True,"C, P"
3938,Entry Level Technical Support Solution,https://www.shl.com/products/product-catalog/view/entry-level-technical-support-solution/,False,True,"C, P"
743,Executive Scenarios,https://www.shl.com/products/product-catalog/view/executive-scenarios/,False,True,B
3849,Executive Scenarios Narrative Report,https://www.shl.com/products/product-catalog/view/executive-scenarios-narrative-report/,False,True,B
43,Proof Operator - Processing Specialist -Short Form,https://www.shl.com/products/product-catalog/view/proof-operator-processing-specialist-short-form/,False,True,S
101,Reservation Agent Solution,https://www.shl.com/products/product-catalog/view/reservation-agent-solution/,False,True,"A, B, P, S"
91,Restaurant Manager Solution,https://www.shl.com/products/product-catalog/view/restaurant-manager-solution/,False,True,"A, B, P, S"
92,Restaurant Supervisor Solution,https://www.shl.com/products/product-catalog/view/restaurant-supervisor-solution/,False,True,"A, B, P"
47,Retail Consultant Solution,https://www.shl.com/products/product-catalog/view/retail-consultant-solution/,False,True,"A, B, P"
50,Retail Manager w/ Sales Solution,https://www.shl.com/products/product-catalog/view/retail-manager-w-sales-solution/,False,True,"A, B, P"
44,Retail Sales Associate Solution,https://www.shl.com/products/product-catalog/view/retail-sales-associate-solution/,False,True,"A, B, P"
82,Sales Director Solution,https://www.shl.com/products/product-catalog/view/sales-director-solution/,False,True,"A, B, P"
140,Sales Engineer Solution,https://www.shl.com/products/product-catalog/view/sales-engineer-solution/,False,True,"A, B, K, P, S"
29,Sales Manager Solution,https://www.shl.com/products/product-catalog/view/sales-manager-solution/,False,True,"A, B, P"
236,Sales Professional 7.0 Solution,https://www.shl.com/products/product-catalog/view/sales-professional-7-0-solution/,False,True,"B, C"
537,Sales Professional 7.1 (Americas),https://www.shl.com/products/product-catalog/view/sales-professional-7-1-%28americas%29/,False,True,"B, C"
3899,Executive Scenarios Profile Report,https://www.shl.com/products/product-catalog/view/executive-scenarios-profile-report/,False,True,B
4127,ExpressJS (New),https://www.shl.com/products/product-catalog/view/expressjs-new/,False,True,K
380,Filing - Names (R1),https://www.shl.com/products/product-catalog/view/filing-names-r1/,False,True,K
381,Filing - Numbers,https://www.shl.com/products/product-catalog/view/filing-numbers/,False,True,K
3992,Financial Accounting (New),https://www.shl.com/products/product-catalog/view/financial-accounting-new/,False,True,K
4083,Financial and Banking Services (New),https://www.shl.com/products/product-catalog/view/financial-and-banking-services-new/,False,True,K
4067,Fire Engineering (New),https://www.shl.com/products/product-catalog/view/fire-engineering-new/,False,True,K
382,Following Instructions v1 - UK (R1),https://www.shl.com/products/product-catalog/view/following-instructions-v1-uk-r1/,False,True,K
383,Following Instructions v1 - US (R2),https://www.shl.com/products/product-catalog/view/following-instructions-v1-us-r2/,False,True,K
4071,Food Science (New),https://www.shl.com/products/product-catalog/view/food-science-new/,False,True,K
4090,Food and Beverage Services (New),https://www.shl.com/products/product-catalog/view/food-and-beverage-services-new/,False,True,K
4072,Front Office Management (New),https://www.shl.com/products/product-catalog/view/front-office-management-new/,False,True,K
54,Sales Professional Solution,https://www.shl.com/products/product-catalog/view/sales-professional-solution/,False,True,"A, B, P"
53,Sales Representative Solution,https://www.shl.com/products/product-catalog/view/sales-representative-solution/,False,True,"A, B, P"
52,Sales Support Specialist Solution,https://www.shl.com/products/product-catalog/view/sales-support-specialist-solution/,False,True,"A, B, P"
81,Senior Insurance Agent Solution,https://www.shl.com/products/product-catalog/view/senior-insurance-agent-solution/,False,True,"A, B, P"
55,Senior Sales Professional Solution,https://www.shl.com/products/product-catalog/view/senior-sales-professional-solution/,False,True,"A, B, P"
93,Server Solution,https://www.shl.com/products/product-catalog/view/server-solution/,False,True,"A, B, P"
97,Service Associate Solution,https://www.shl.com/products/product-catalog/view/service-associate-solution/,False,True,"A, B, P"
98,Service Supervisor Solution,https://www.shl.com/products/product-catalog/view/service-supervisor-solution/,False,True,"A, B, P"
46,Stock Clerk Solution,https://www.shl.com/products/product-catalog/view/stock-clerk-solution/,False,True,"A, B, P"
233,Store Manager 7.0 Solution,https://www.shl.com/products/product-catalog/view/store-manager-7-0-solution/,False,True,"B, C"
530,Store Manager 7.1 (Americas),https://www.shl.com/products/product-catalog/view/store-manager-7-1-%28americas%29/,False,True,"B, C"
4113,Fundamentals of Chemistry (New),https://www.shl.com/products/product-catalog/view/fundamentals-of-chemistry-new/,False,True,K
4043,Fundamentals of Physics (New),https://www.shl.com/products/product-catalog/view/fundamentals-of-physics-new/,False,True,K
4078,GIT (New),https://www.shl.com/products/product-catalog/view/git-new/,False,True,K
4048,General Diseases (New),https://www.shl.com/products/product-catalog/view/general-diseases-new/,False,True,K
4125,Geoinformatics Engineering (New),https://www.shl.com/products/product-catalog/view/geoinformatics-engineering-new/,False,True,K
4066,Geoscience Engineering (New),https://www.shl.com/products/product-catalog/view/geoscience-engineering-new/,False,True,K
4301,Global Skills Assessment,https://www.shl.com/products/product-catalog/view/global-skills-assessment/,False,True,"C, K"
741,Graduate Scenarios,https://www.shl.com/products/product-catalog/view/graduate-scenarios/,False,True,B
3900,Graduate Scenarios Narrative Report,https://www.shl.com/products/product-catalog/view/graduate-scenarios-narrative-report/,False,True,B
